1000,0,1.3
950,0,11.4
900,0,20.8
800,0,37.5
700,0,51.8
600,0,63.6
500,0,72.4
400,0,78
300,0,78.8
250,0,76.7
200,0,72.6
150,0,66.1
100,0,56.3
75,0,49.6
50,0,41.3
25,0,29.9
12.5,0,21.5
0,0,0
12.5,0,-16.5
25,0,-22.7
50,0,-30.1
75,0,-34.6
100,0,-37.5
150,0,-41
200,0,-42.3
250,0,-42.2
300,0,-41.2
400,0,-38
500,0,-33.4
600,0,-27.6
700,0,-21.4
800,0,-15
900,0,-8.2
950,0,-4.8
1000,0,-1.3
